5.400	4522.700	238.400	6723.544	1490.667	68.283	87490.667	62.167	56.867	81.067	60.367	10.017	6.210	2.700	9.810	2068.387	772.700	5.000
5.400	4560.500	240.000	6759.376	1484.000	68.637	88150.667	62.367	56.267	77.333	57.000	10.057	7.010	2.090	9.963	2091.097	782.800	5.500
5.400	4614.000	244.400	6848.612	1551.333	69.186	88848.000	62.600	55.700	70.733	53.300	10.193	7.727	1.230	9.510	2143.910	784.967	5.200
5.400	4631.200	244.600	6918.116	1489.333	69.442	89566.333	62.900	53.433	68.767	53.467	10.270	8.540	0.667	9.687	2298.110	784.167	5.200
5.200	4653.000	240.200	6963.471	1355.667	69.131	89997.667	62.933	49.600	58.233	49.267	10.303	8.410	0.363	9.487	2446.337	775.900	5.300
5.200	4697.300	238.400	7013.144	1346.000	68.702	90170.667	62.967	45.667	44.600	44.667	10.367	7.843	0.264	8.967	2696.917	779.400	4.700
5.300	4718.800	234.800	7030.913	1337.333	69.007	90598.333	62.967	47.000	40.967	43.100	10.460	7.653	0.254	8.890	2701.517	789.167	4.600
5.400	4757.100	239.200	7112.100	1425.667	69.544	91178.667	63.200	48.733	48.500	46.600	10.607	7.760	0.663	9.193	2641.667	798.367	5.100
5.400	4773.000	230.900	7130.261	1212.333	70.019	91245.333	63.000	49.567	51.400	48.400	10.743	7.747	0.930	9.397	2804.703	806.467	4.600
5.500	4792.600	218.800	7130.752	1132.000	70.255	91124.333	62.667	45.733	58.233	48.467	10.820	7.477	1.226	9.403	2657.347	815.267	5.500
5.900	4758.300	207.000	7076.857	1042.667	69.176	90754.333	62.333	41.767	65.500	47.967	10.933	6.990	1.407	9.293	2545.213	822.200	5.600
6.400	4738.100	195.200	7040.828	894.667	67.849	90262.333	61.900	39.767	45.767	44.333	10.973	6.023	1.994	8.933	2844.143	832.867	4.600
6.700	4779.400	200.700	7086.477	1011.000	68.280	89753.000	61.767	45.867	38.867	46.033	11.090	5.560	2.570	8.910	2940.707	849.567	4.400
